ticker,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Issuance Of Capital Stock,Common Stock Issuance,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Gain Loss On Sale Of PPE,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Net Preferred Stock Issuance,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Preferred Stock Dividend Paid,Dividend Received Cfo,Preferred Stock Payments,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Dividends Received Cfi,Sale Of Intangibles,Excess Tax Benefit From Stock Based Compensation,Interest Received Cfi,Cash Flow From Discontinued Operation,Depletion,Interest Paid Cff,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Dividend Paid Cfo,Interest Paid Cfo
AMP,6419000000.0,-2448000000.0,-1565000000.0,1273000000.0,-176000000.0,1010000000.0,496000000.0,9489000000.0,8620000000.0,-10000000.0,879000000.0,-5165000000.0,-5165000000.0,-1851000000.0,,-574000000.0,-574000000.0,-2448000000.0,-2448000000.0,-292000000.0,,-292000000.0,-1565000000.0,1273000000.0,-551000000.0,-551000000.0,453000000.0,-582000000.0,18169000000.0,-18751000000.0,-8000000.0,1117000000.0,-1125000000.0,-176000000.0,,-176000000.0,6595000000.0,6595000000.0,3012000000.0,105000000.0,,,,,,215000000.0,,9000000.0,193000000.0,,125000000.0,125000000.0,,-159000000.0,14000000.0,,,3401000000.0,,-1222000000.0,,,,,,-159000000.0,8000000.0,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AME,1701773000.0,-212027000.0,-300000000.0,,-127075000.0,,,373999000.0,409804000.0,-17391000.0,-18414000.0,-1602454000.0,-1602454000.0,-8776000.0,66868000.0,-258782000.0,-258782000.0,-212027000.0,-212027000.0,-1189737000.0,-889737000.0,-300000000.0,-300000000.0,,-244808000.0,-244808000.0,-4465000.0,,,,-117514000.0,0.0,-117514000.0,-122829000.0,4246000.0,-127075000.0,1828848000.0,1828848000.0,66673000.0,-18480000.0,-18480000.0,-18480000.0,,,72997000.0,53488000.0,,-30801000.0,47863000.0,,-12943000.0,-12943000.0,382927000.0,382927000.0,-995000.0,,0.0,1376124000.0,,,,,,247700000.0,247700000.0,135300000.0,,,,,,,-41332000.0,,-995000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMGN,10394000000.0,-200000000.0,-3600000000.0,0.0,-1096000000.0,,,11973000000.0,10944000000.0,,1029000000.0,-9415000000.0,-9415000000.0,-783000000.0,,-4832000000.0,-4832000000.0,-200000000.0,-200000000.0,-3600000000.0,,-3600000000.0,-3600000000.0,0.0,-1046000000.0,-1046000000.0,50000000.0,0.0,0.0,0.0,0.0,,0.0,-1096000000.0,,-1096000000.0,11490000000.0,11490000000.0,2365000000.0,95000000.0,-1191000000.0,312000000.0,-1503000000.0,-1503000000.0,2532000000.0,441000000.0,441000000.0,-8000000.0,530000000.0,,-1228000000.0,-1228000000.0,5592000000.0,5592000000.0,149000000.0,,0.0,4090000000.0,,,-652000000.0,1286000000.0,,,,5592000000.0,159000000.0,,,,,,-51000000.0,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2149300000.0,-689300000.0,-364400000.0,2991300000.0,-665400000.0,179500000.0,650000000.0,3317000000.0,1475000000.0,-54000000.0,1896000000.0,1729900000.0,1729900000.0,-60000000.0,447400000.0,-595100000.0,-595100000.0,-689300000.0,-689300000.0,2626900000.0,0.0,2626900000.0,-364400000.0,2991300000.0,-2648600000.0,-2648600000.0,1900000.0,163500000.0,189700000.0,-26200000.0,-2156400000.0,,-2156400000.0,7800000.0,7800000.0,,2814700000.0,2814700000.0,-226100000.0,680800000.0,426200000.0,423100000.0,3100000.0,3100000.0,-200100000.0,-586800000.0,-586800000.0,,109500000.0,,-82800000.0,-82800000.0,572500000.0,572500000.0,,,,2441600000.0,-665400000.0,-13200000.0,,254600000.0,-106800000.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,3122066000.0,-615590000.0,-10683891000.0,11272295000.0,-730463000.0,268192000.0,414838000.0,1991342000.0,958061000.0,0.0,1033281000.0,-1714390000.0,-1714390000.0,-12960000.0,121215000.0,-1795459000.0,-1795459000.0,-615590000.0,-615590000.0,588404000.0,514000.0,587890000.0,-499966000.0,1087856000.0,-1104858000.0,-1104858000.0,-4773000.0,-369622000.0,69279000.0,-438901000.0,,,,-730463000.0,,-730463000.0,3852529000.0,3852529000.0,194743000.0,-42110000.0,-42110000.0,-133758000.0,91648000.0,91648000.0,191170000.0,133402000.0,133402000.0,23050000.0,262710000.0,0.0,-367563000.0,-367563000.0,2104316000.0,2104316000.0,,,,1635273000.0,,,-34521000.0,,-53004000.0,1741545000.0,1741545000.0,362771000.0,,-10183925000.0,10184439000.0,,,,-194000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,2817000000.0,-1000000000.0,-4928000000.0,7926000000.0,-218000000.0,658000000.0,1053000000.0,8333000000.0,7722000000.0,-387000000.0,998000000.0,796000000.0,796000000.0,-128000000.0,,-562000000.0,-562000000.0,-921000000.0,-1000000000.0,2407000000.0,-591000000.0,2998000000.0,-4928000000.0,7926000000.0,-2833000000.0,-2833000000.0,,191000000.0,363000000.0,-172000000.0,-2806000000.0,700000000.0,-3506000000.0,,,,3035000000.0,3035000000.0,-63000000.0,393000000.0,,,,,,-312000000.0,,-134000000.0,474000000.0,,-311000000.0,-311000000.0,686000000.0,686000000.0,-337000000.0,,-337000000.0,2720000000.0,-218000000.0,-161000000.0,,,,503000000.0,503000000.0,183000000.0,,,,,79000000.0,79000000.0,17000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APA,709000000.0,,-2713000000.0,1500000000.0,-2911000000.0,372000000.0,1097000000.0,625000000.0,87000000.0,,538000000.0,-2158000000.0,-2158000000.0,-306000000.0,,-353000000.0,-353000000.0,-246000000.0,,-1253000000.0,-40000000.0,-1213000000.0,-2713000000.0,1500000000.0,-924000000.0,-924000000.0,1559000000.0,,,,428000000.0,428000000.0,0.0,-2911000000.0,,-2911000000.0,3620000000.0,3620000000.0,-535000000.0,-140000000.0,81000000.0,81000000.0,,,-11000000.0,-104000000.0,,659000000.0,,1129000000.0,-736000000.0,-736000000.0,2266000000.0,,-281000000.0,,-289000000.0,1118000000.0,,-224000000.0,,-221000000.0,-56000000.0,,,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APO,3253000000.0,-890000000.0,-5259000000.0,7945000000.0,,805000000.0,1048000000.0,17112000000.0,17691000000.0,-3000000.0,-576000000.0,57972000000.0,57972000000.0,57365000000.0,,-1189000000.0,-1092000000.0,-890000000.0,-890000000.0,2686000000.0,,2686000000.0,-5259000000.0,7945000000.0,-61801000000.0,-61801000000.0,-1191000000.0,-116201000000.0,,-116201000000.0,55591000000.0,59426000000.0,-3835000000.0,,,,3253000000.0,3253000000.0,2136000000.0,,,,,,,,,-2167000000.0,721000000.0,,,,1075000000.0,1075000000.0,-4885000000.0,,,6373000000.0,,4105000000.0,,,,,,,-4885000000.0,,,,0.0,,-1969000000.0,,,,,0.0,0.0,,,,,,,,-97000000.0,,,,,,,,,,,,,,,,,,,,,,,
AAPL,108807000000.0,-94949000000.0,-9958000000.0,0.0,-9447000000.0,,26102000000.0,29943000000.0,30737000000.0,,-794000000.0,-121983000000.0,-121983000000.0,-5802000000.0,,-15234000000.0,-15234000000.0,-94949000000.0,-94949000000.0,-5998000000.0,3960000000.0,-9958000000.0,-9958000000.0,0.0,2935000000.0,2935000000.0,-1308000000.0,13690000000.0,62346000000.0,-48656000000.0,,,,-9447000000.0,,-9447000000.0,118254000000.0,118254000000.0,3651000000.0,6020000000.0,6020000000.0,6020000000.0,,,-1046000000.0,-5144000000.0,-3788000000.0,-2266000000.0,11688000000.0,,,,11445000000.0,11445000000.0,,,,93736000000.0,,,-11731000000.0,,,,,,,,,,,,15552000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,7487000000.0,-3823000000.0,-502000000.0,1095000000.0,-1190000000.0,205000000.0,957000000.0,8113000000.0,6233000000.0,,1880000000.0,-4470000000.0,-4470000000.0,-291000000.0,,-1192000000.0,-1192000000.0,-3580000000.0,-3823000000.0,593000000.0,1000000.0,592000000.0,-102000000.0,694000000.0,-2327000000.0,-2327000000.0,,-1137000000.0,2451000000.0,-3588000000.0,0.0,,0.0,,,,8677000000.0,8677000000.0,1117000000.0,670000000.0,670000000.0,281000000.0,389000000.0,389000000.0,304000000.0,-69000000.0,-69000000.0,47000000.0,577000000.0,,-633000000.0,-633000000.0,392000000.0,392000000.0,,0.0,,7177000000.0,-1190000000.0,-126000000.0,287000000.0,,,,,,,-400000000.0,401000000.0,,243000000.0,243000000.0,51000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APTV,1616000000.0,-4104000000.0,-4290000000.0,6001000000.0,-830000000.0,,,1574000000.0,1640000000.0,-40000000.0,-26000000.0,-1965000000.0,-1965000000.0,-26000000.0,,0.0,,-4104000000.0,-4104000000.0,2165000000.0,454000000.0,1711000000.0,-4290000000.0,6001000000.0,-507000000.0,-507000000.0,,-131000000.0,740000000.0,-871000000.0,448000000.0,448000000.0,0.0,6000000.0,6000000.0,,2446000000.0,2446000000.0,61000000.0,-150000000.0,-210000000.0,-210000000.0,,,45000000.0,285000000.0,285000000.0,-65000000.0,120000000.0,,-34000000.0,-34000000.0,964000000.0,964000000.0,-410000000.0,44000000.0,,1810000000.0,-830000000.0,-104000000.0,-15000000.0,60000000.0,,211000000.0,211000000.0,753000000.0,,,,,,,,,,-475000000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
ACGL,6622000000.0,-24000000.0,,,-51000000.0,127000000.0,378000000.0,1760000000.0,1498000000.0,-25000000.0,287000000.0,-1925000000.0,-1925000000.0,-2000000.0,,-1906000000.0,-1866000000.0,-17000000.0,-24000000.0,,,,,,-4461000000.0,-4461000000.0,-30000000.0,-5232000000.0,31240000000.0,-36472000000.0,852000000.0,852000000.0,,-51000000.0,,-51000000.0,6673000000.0,6673000000.0,2666000000.0,179000000.0,179000000.0,179000000.0,,,,-818000000.0,-818000000.0,,133000000.0,,,,,235000000.0,-673000000.0,,,4312000000.0,,-394000000.0,,,,235000000.0,235000000.0,,-185000000.0,,,,7000000.0,7000000.0,,,,-488000000.0,,,,,,,,,,,-40000000.0,,,,,,,,,,,,,,,,,,,,,,,
ADM,1227000000.0,-2327000000.0,-1000000.0,27000000.0,-1563000000.0,710000000.0,658000000.0,3924000000.0,5390000000.0,-24000000.0,-1442000000.0,-1530000000.0,-1530000000.0,-44000000.0,,-985000000.0,-985000000.0,-2327000000.0,-2327000000.0,1826000000.0,1800000000.0,26000000.0,-1000000.0,27000000.0,-2702000000.0,-2702000000.0,70000000.0,-224000000.0,84000000.0,-308000000.0,-985000000.0,,-985000000.0,,,,2790000000.0,2790000000.0,-492000000.0,-1073000000.0,-797000000.0,-719000000.0,,,162000000.0,447000000.0,447000000.0,131000000.0,74000000.0,519000000.0,-130000000.0,-130000000.0,1141000000.0,1141000000.0,-232000000.0,,,1779000000.0,-1563000000.0,-693000000.0,665000000.0,-276000000.0,,266000000.0,266000000.0,875000000.0,-40000000.0,,,,,,,,,-180000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANET,3676203000.0,-423619000.0,,,-32032000.0,,970639000.0,2763768000.0,1939464000.0,-4767000.0,829071000.0,-421810000.0,-421810000.0,-58372000.0,60181000.0,,,-423619000.0,-423619000.0,,,,,,-2457354000.0,-2457354000.0,-6628000.0,-2418694000.0,2107433000.0,-4526127000.0,0.0,0.0,,-32032000.0,,-32032000.0,3708235000.0,3708235000.0,985182000.0,-51635000.0,-51635000.0,-51635000.0,,,110608000.0,-106080000.0,-106080000.0,6939000.0,355364000.0,,-492874000.0,-492874000.0,62038000.0,62038000.0,,,,2852054000.0,,1218708000.0,-234242000.0,,,,,,,,,,,,47823000.0,,,,,,,,-60468000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG,2441000000.0,,-1947800000.0,7215800000.0,-141900000.0,346800000.0,330600000.0,20468600000.0,6543300000.0,-122900000.0,14048200000.0,13052700000.0,13052700000.0,-196700000.0,,-525400000.0,-525400000.0,8506800000.0,,5268000000.0,-40900000.0,5308900000.0,-1906900000.0,7215800000.0,-1587400000.0,-1587400000.0,-8900000.0,6000000.0,,,-1442600000.0,19700000.0,-1462300000.0,,,,2582900000.0,2582900000.0,40900000.0,321500000.0,-41800000.0,,-41800000.0,-41800000.0,,-65000000.0,-65000000.0,101100000.0,41900000.0,,108600000.0,108600000.0,842300000.0,842300000.0,-22300000.0,,,1470400000.0,-141900000.0,-101300000.0,-114300000.0,363300000.0,,,,,-22700000.0,-40900000.0,,,8506800000.0,8506800000.0,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ,1111400000.0,-307400000.0,0.0,0.0,-221300000.0,107400000.0,,1807700000.0,1627400000.0,-17100000.0,197400000.0,-477500000.0,-477500000.0,,-14200000.0,-155900000.0,-155900000.0,-307400000.0,-307400000.0,0.0,,,0.0,0.0,-657800000.0,-657800000.0,100000.0,-402100000.0,2074500000.0,-2476600000.0,-17900000.0,,-17900000.0,-221300000.0,,-221300000.0,1332700000.0,1332700000.0,-1000000.0,106300000.0,106300000.0,69700000.0,,,,-719400000.0,-719400000.0,-60400000.0,81100000.0,0.0,244900000.0,244900000.0,,223500000.0,84400000.0,,8600000.0,760200000.0,,-440700000.0,,,,84100000.0,84100000.0,139400000.0,75800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,18508000000.0,-215000000.0,-12784000000.0,510000000.0,-20263000000.0,7132000000.0,2456000000.0,3406000000.0,6833000000.0,,-3427000000.0,-24708000000.0,-24708000000.0,-4026000000.0,,-8208000000.0,-8208000000.0,-200000000.0,-215000000.0,-12274000000.0,-1996000000.0,-10278000000.0,-10297000000.0,19000000.0,-17490000000.0,-17490000000.0,-425000000.0,2575000000.0,,,-305000000.0,75000000.0,-380000000.0,,,,38771000000.0,38771000000.0,-2419000000.0,-810000000.0,,,,,-383000000.0,-1723000000.0,123000000.0,1490000000.0,,5075000000.0,1570000000.0,1570000000.0,20580000000.0,20580000000.0,-1747000000.0,-1827000000.0,,12253000000.0,-20263000000.0,497000000.0,,,,159000000.0,159000000.0,20421000000.0,80000000.0,-2487000000.0,491000000.0,1969000000.0,15000000.0,15000000.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,928000000.0,,,,,,,,,,,,,,,
ATO,-1203378000.0,,-9922000.0,1240204000.0,-2937124000.0,308872000.0,15349000.0,308856000.0,19248000.0,,289608000.0,1478631000.0,1478631000.0,218161000.0,15084000.0,-492950000.0,-492950000.0,749987000.0,,988349000.0,-241933000.0,1230282000.0,-9922000.0,1240204000.0,-2922769000.0,-2922769000.0,16062000.0,-1707000.0,18027000.0,-19734000.0,,,,,,,1733746000.0,1733746000.0,-98967000.0,-4563000.0,,,,,76322000.0,-40909000.0,-40909000.0,-63570000.0,10709000.0,,172707000.0,172707000.0,669972000.0,669972000.0,,,,1042895000.0,-2937124000.0,-136668000.0,17138000.0,,,,,,,,,,749987000.0,749987000.0,-10287000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADSK,1505000000.0,-852000000.0,0.0,,-102000000.0,69000000.0,281000000.0,1599000000.0,1892000000.0,-10000000.0,-283000000.0,-987000000.0,-987000000.0,-256000000.0,,,,-731000000.0,-852000000.0,0.0,,0.0,0.0,,-903000000.0,-903000000.0,-22000000.0,46000000.0,861000000.0,-815000000.0,-825000000.0,,-825000000.0,,,,1607000000.0,1607000000.0,-458000000.0,296000000.0,296000000.0,238000000.0,58000000.0,58000000.0,,-132000000.0,-132000000.0,211000000.0,683000000.0,0.0,-121000000.0,-121000000.0,180000000.0,180000000.0,,,,1112000000.0,-40000000.0,-134000000.0,,,-488000000.0,,,180000000.0,,,,,121000000.0,121000000.0,,,,,,,,,,-62000000.0,-62000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,4392700000.0,-1280500000.0,-1001200000.0,6749800000.0,-547000000.0,426800000.0,1198000000.0,5054600000.0,10086000000.0,37300000.0,-5068700000.0,-6973400000.0,-6973400000.0,-9173600000.0,131000000.0,-2398900000.0,-2398900000.0,-1280500000.0,-1280500000.0,5748600000.0,4769500000.0,979100000.0,-1001200000.0,1980300000.0,-3035000000.0,-3035000000.0,-14900000.0,-1318800000.0,6539100000.0,-7857900000.0,-1165100000.0,,-1165100000.0,10800000.0,10800000.0,,4939700000.0,4939700000.0,-1145500000.0,351200000.0,60600000.0,60600000.0,,,,-146600000.0,-146600000.0,1158700000.0,266100000.0,53200000.0,37000000.0,37000000.0,582400000.0,582400000.0,-19700000.0,-19700000.0,,4079700000.0,-168700000.0,-1290300000.0,-59800000.0,290600000.0,,380600000.0,380600000.0,201800000.0,,,4769500000.0,,,,,,,,,,,,-72200000.0,-378300000.0,-378300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZO,1931420000.0,-3140917000.0,-1014858000.0,2300000000.0,-1072696000.0,353819000.0,437552000.0,298172000.0,277054000.0,-12756000.0,33874000.0,-1683736000.0,-1683736000.0,-4197000.0,,,,-2964681000.0,-3140917000.0,1285142000.0,-629600000.0,1914742000.0,-385258000.0,2300000000.0,-1286506000.0,-1286506000.0,11592000.0,-225402000.0,40849000.0,-266251000.0,,,,,,,3004116000.0,3004116000.0,-31907000.0,540532000.0,540532000.0,244134000.0,296398000.0,296398000.0,-453101000.0,-38282000.0,-38282000.0,-28012000.0,106246000.0,,-254393000.0,-254393000.0,549755000.0,549755000.0,,,,2662427000.0,-1072696000.0,-81056000.0,,,,,,,,-629600000.0,,,176236000.0,176236000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVB,1409852000.0,0.0,-309793000.0,398788000.0,-198026000.0,213253000.0,,267076000.0,530960000.0,,-263884000.0,-874898000.0,-874898000.0,-12514000.0,,-961914000.0,,10535000.0,0.0,88995000.0,,88995000.0,-309793000.0,398788000.0,-996864000.0,-996864000.0,-91600000.0,,,,-14175000.0,,-14175000.0,,,,1607878000.0,1607878000.0,6764000.0,37922000.0,,,,,,,,33036000.0,25373000.0,,,,846853000.0,846853000.0,-386323000.0,,,1082175000.0,-198026000.0,,,37922000.0,-31158000.0,,,846853000.0,-364630000.0,,,,10535000.0,10535000.0,,,,-21693000.0,,,,,,,,,,,,,,-704241000.0,711279000.0,-1415520000.0,,,11178000.0,,,,,,,,,,,,,,,
AVY,699000000.0,-247500000.0,-308100000.0,539200000.0,-239800000.0,111800000.0,226800000.0,329100000.0,215000000.0,-5500000.0,119600000.0,-576100000.0,-576100000.0,-13200000.0,,-277500000.0,-277500000.0,-247500000.0,-247500000.0,-37900000.0,-269000000.0,231100000.0,-308100000.0,539200000.0,-243100000.0,-243100000.0,10100000.0,-10200000.0,24000000.0,-34200000.0,-3800000.0,0.0,-3800000.0,-208200000.0,600000.0,-208800000.0,938800000.0,938800000.0,-203100000.0,106700000.0,106700000.0,106700000.0,,,-90700000.0,-107300000.0,-107300000.0,67200000.0,28700000.0,,-18500000.0,-18500000.0,312200000.0,312200000.0,,,,704900000.0,,40200000.0,-48000000.0,,,115100000.0,115100000.0,197100000.0,,,,47400000.0,,,-104000000.0,,,,,,,,,-31000000.0,-31000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXON,329527000.0,,,0.0,-78785000.0,3450000.0,67845000.0,466763000.0,600670000.0,-6209000.0,-127698000.0,-45437000.0,-45437000.0,-60013000.0,14576000.0,,,0.0,,0.0,,0.0,,0.0,-490573000.0,-490573000.0,54000.0,209975000.0,1003394000.0,-793419000.0,-621817000.0,,-621817000.0,-78785000.0,,-78785000.0,408312000.0,408312000.0,-72688000.0,54519000.0,54519000.0,54519000.0,,,607000.0,-245842000.0,,21177000.0,382604000.0,,-85096000.0,-85096000.0,48425000.0,48425000.0,-283217000.0,,,377034000.0,,155641000.0,,,-37613000.0,,,,-283217000.0,,,20073000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKR,2054000000.0,-484000000.0,-143000000.0,,-1278000000.0,298000000.0,1040000000.0,3364000000.0,2646000000.0,-71000000.0,789000000.0,-1527000000.0,-1527000000.0,-64000000.0,,-836000000.0,-836000000.0,-484000000.0,-484000000.0,-143000000.0,,-143000000.0,-143000000.0,,-1016000000.0,-1016000000.0,170000000.0,92000000.0,92000000.0,,0.0,0.0,0.0,,,,3332000000.0,3332000000.0,-53000000.0,91000000.0,91000000.0,91000000.0,,,-102000000.0,-255000000.0,-159000000.0,,202000000.0,77000000.0,-671000000.0,-671000000.0,1136000000.0,1136000000.0,-367000000.0,,0.0,3008000000.0,-1278000000.0,213000000.0,,,,266000000.0,266000000.0,870000000.0,-367000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL,-369000000.0,-1712000000.0,-3480000000.0,650000000.0,-484000000.0,,,931000000.0,710000000.0,-107000000.0,328000000.0,-4790000000.0,-4790000000.0,25000000.0,,-244000000.0,-244000000.0,-1712000000.0,-1712000000.0,-2859000000.0,-29000000.0,-2830000000.0,-3480000000.0,650000000.0,5003000000.0,5003000000.0,139000000.0,,,,5348000000.0,5422000000.0,-74000000.0,,,,115000000.0,115000000.0,-551000000.0,-44000000.0,-91000000.0,-91000000.0,,,-25000000.0,-325000000.0,,555000000.0,,,143000000.0,143000000.0,620000000.0,620000000.0,-4666000000.0,-32000000.0,-4634000000.0,4014000000.0,-484000000.0,153000000.0,-109000000.0,47000000.0,,,,,,,,,,,-201000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAC,-8805000000.0,-18358000000.0,-70411000000.0,56683000000.0,,89687000000.0,3822000000.0,290114000000.0,333073000000.0,-3830000000.0,-39129000000.0,60369000000.0,60369000000.0,-127000000.0,,-9503000000.0,,-13104000000.0,-13104000000.0,-1154000000.0,12574000000.0,-13728000000.0,-70411000000.0,56683000000.0,-90693000000.0,-90693000000.0,-4145000000.0,-48456000000.0,342455000000.0,-390911000000.0,,,,,,,-8805000000.0,-8805000000.0,-48546000000.0,1450000000.0,,,,,,,,3201000000.0,3433000000.0,,-1734000000.0,-1734000000.0,2189000000.0,2189000000.0,29000000.0,,,27132000000.0,,-45504000000.0,-4492000000.0,1450000000.0,,,,,29000000.0,,,,0.0,,,,,,,-5254000000.0,0.0,,,,,,,,,,-5254000000.0,,,,,,,,,,,,,,,,,,,,,
BAX,559000000.0,0.0,-2657000000.0,2126000000.0,-460000000.0,401000000.0,223000000.0,2414000000.0,3198000000.0,-96000000.0,-688000000.0,-1081000000.0,-1081000000.0,-31000000.0,71000000.0,-590000000.0,-590000000.0,0.0,0.0,-531000000.0,2126000000.0,-2657000000.0,-2657000000.0,,-626000000.0,-410000000.0,16000000.0,34000000.0,34000000.0,,,,,,,,1019000000.0,819000000.0,-236000000.0,156000000.0,112000000.0,112000000.0,,,-201000000.0,-35000000.0,-35000000.0,41000000.0,114000000.0,519000000.0,-262000000.0,-262000000.0,997000000.0,997000000.0,-28000000.0,-28000000.0,0.0,-326000000.0,-446000000.0,-31000000.0,,44000000.0,-125000000.0,625000000.0,625000000.0,372000000.0,,,2126000000.0,,,,,,,,,,,0.0,,-14000000.0,-14000000.0,,-216000000.0,200000000.0,,,,,,,,,,,,,,,,,,,,,,,,
BDX,3072000000.0,,-1142000000.0,4517000000.0,-725000000.0,,,1856000000.0,1481000000.0,4000000.0,371000000.0,2086000000.0,2086000000.0,-89000000.0,,-1100000000.0,-1100000000.0,-500000000.0,,3775000000.0,400000000.0,3375000000.0,-1142000000.0,4517000000.0,-5514000000.0,-5514000000.0,-444000000.0,-421000000.0,,-421000000.0,-3924000000.0,0.0,-3924000000.0,,,,3797000000.0,3843000000.0,293000000.0,625000000.0,625000000.0,625000000.0,,,98000000.0,-453000000.0,-453000000.0,-407000000.0,247000000.0,,-211000000.0,-211000000.0,2286000000.0,2286000000.0,-70000000.0,-70000000.0,0.0,1705000000.0,-725000000.0,,,,23000000.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-46000000.0,,,,,,,,,,,,,,,,,,,,,,,,
BRK.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBY,1392000000.0,-500000000.0,-17000000.0,,-706000000.0,46000000.0,643000000.0,1868000000.0,1793000000.0,-10000000.0,85000000.0,-1309000000.0,-1309000000.0,-2000000.0,,-807000000.0,-807000000.0,-483000000.0,-500000000.0,-17000000.0,,-17000000.0,-17000000.0,,-704000000.0,-704000000.0,8000000.0,-6000000.0,20000000.0,-26000000.0,0.0,0.0,,-706000000.0,,-706000000.0,2098000000.0,2098000000.0,-259000000.0,358000000.0,358000000.0,358000000.0,,,-155000000.0,-111000000.0,,9000000.0,139000000.0,475000000.0,-59000000.0,-59000000.0,866000000.0,866000000.0,,,0.0,927000000.0,,-212000000.0,11000000.0,,,,,,,,,,17000000.0,17000000.0,-150000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
